rho R(km) M(SM) 
16134889803803244.000000 5.986353 1.298779 
16151024693607046.000000 5.985614 1.298615 
16167175718300652.000000 5.984876 1.298452 
16183342894018950.000000 5.984139 1.298288 
16199526236912968.000000 5.983402 1.298124 
16215725763149880.000000 5.982666 1.297961 
16231941488913028.000000 5.981930 1.297797 
16248173430401940.000000 5.981195 1.297633 
16264421603832340.000000 5.980461 1.297470 
16280686025436170.000000 5.979728 1.297306 
16296966711461604.000000 5.978997 1.297143 
16313263678173064.000000 5.978267 1.296980 
16329576941851236.000000 5.977537 1.296816 
16345906518793086.000000 5.976809 1.296653 
16362252425311878.000000 5.976080 1.296490 
16378614677737188.000000 5.975352 1.296327 
16394993292414924.000000 5.974625 1.296163 
16411388285707338.000000 5.973899 1.296000 
16427799673993044.000000 5.973173 1.295837 
16444227473667036.000000 5.972447 1.295673 
16460671701140702.000000 5.971722 1.295510 
16477132372841840.000000 5.970998 1.295347 
16493609505214680.000000 5.970274 1.295183 
16510103114719892.000000 5.969551 1.295020 
16526613217834610.000000 5.968829 1.294857 
16543139831052442.000000 5.968107 1.294693 
16559682970883492.000000 5.967387 1.294530 
16576242653854374.000000 5.966668 1.294367 
16592818896508226.000000 5.965948 1.294204 
16609411715404732.000000 5.965230 1.294040 
16626021127120134.000000 5.964512 1.293877 
16642647148247252.000000 5.963794 1.293714 
16659289795395498.000000 5.963078 1.293551 
16675949085190892.000000 5.962361 1.293388 
16692625034276082.000000 5.961645 1.293225 
16709317659310356.000000 5.960930 1.293062 
16726026976969664.000000 5.960216 1.292899 
16742753003946632.000000 5.959502 1.292736 
16759495756950576.000000 5.958788 1.292573 
16776255252707524.000000 5.958075 1.292410 
16793031507960230.000000 5.957363 1.292247 
16809824539468188.000000 5.956651 1.292084 
16826634364007654.000000 5.955940 1.291921 
16843460998371660.000000 5.955231 1.291759 
16860304459370030.000000 5.954522 1.291596 
16877164763829398.000000 5.953813 1.291434 
16894041928593226.000000 5.953106 1.291272 
16910935970521818.000000 5.952399 1.291110 
16927846906492338.000000 5.951693 1.290948 
16944774753398828.000000 5.950987 1.290786 
16961719528152224.000000 5.950282 1.290624 
16978681247680374.000000 5.949578 1.290462 
16995659928928052.000000 5.948874 1.290301 
17012655588856978.000000 5.948171 1.290139 
17029668244445834.000000 5.947469 1.289977 
17046697912690278.000000 5.946767 1.289815 
17063744610602966.000000 5.946065 1.289653 
17080808355213568.000000 5.945364 1.289491 
17097889163568780.000000 5.944664 1.289329 
17114987052732346.000000 5.943964 1.289167 
17132102039785076.000000 5.943265 1.289005 
17149234141824860.000000 5.942566 1.288843 
17166383375966682.000000 5.941868 1.288681 
17183549759342646.000000 5.941171 1.288519 
17200733309101986.000000 5.940474 1.288357 
17217934042411086.000000 5.939777 1.288196 
17235151976453496.000000 5.939082 1.288034 
17252387128429948.000000 5.938386 1.287872 
17269639515558376.000000 5.937692 1.287710 
17286909155073932.000000 5.936998 1.287548 
17304196064229004.000000 5.936299 1.287385 
17321500260293232.000000 5.935582 1.287218 
17338821760553524.000000 5.934867 1.287050 
17356160582314076.000000 5.934152 1.286883 
17373516742896388.000000 5.933439 1.286716 
17390890259639282.000000 5.932727 1.286549 
17408281149898920.000000 5.932015 1.286382 
17425689431048818.000000 5.931303 1.286215 
17443115120479864.000000 5.930593 1.286048 
17460558235600342.000000 5.929883 1.285881 
17478018793835940.000000 5.929173 1.285714 
17495496812629774.000000 5.928464 1.285547 
17512992309442402.000000 5.927756 1.285380 
17530505301751842.000000 5.927048 1.285213 
17548035807053592.000000 5.926341 1.285045 
17565583842860644.000000 5.925634 1.284878 
17583149426703502.000000 5.924928 1.284711 
17600732576130204.000000 5.924223 1.284544 
17618333308706332.000000 5.923518 1.284377 
17635951642015036.000000 5.922814 1.284210 
17653587593657050.000000 5.922110 1.284043 
17671241181250706.000000 5.921407 1.283876 
17688912422431954.000000 5.920704 1.283709 
17706601334854384.000000 5.920002 1.283542 
17724307936189236.000000 5.919301 1.283375 
17742032244125424.000000 5.918600 1.283208 
17759774276369548.000000 5.917900 1.283041 
17777534050645916.000000 5.917200 1.282874 
17795311584696560.000000 5.916501 1.282707 
17813106896281254.000000 5.915803 1.282540 
17830920003177534.000000 5.915105 1.282373 
17848750923180710.000000 5.914407 1.282206 
17866599674103888.000000 5.913710 1.282039 
17884466273777990.000000 5.913014 1.281872 
17902350740051766.000000 5.912319 1.281705 
17920253090791816.000000 5.911624 1.281538 
17938173343882606.000000 5.910929 1.281371 
17956111517226486.000000 5.910235 1.281204 
17974067628743710.000000 5.909542 1.281037 
17992041696372452.000000 5.908849 1.280870 
18010033738068822.000000 5.908157 1.280704 
18028043771806888.000000 5.907465 1.280537 
18046071815578692.000000 5.906774 1.280370 
18064117887394268.000000 5.906084 1.280203 
18082182005281660.000000 5.905394 1.280036 
18100264187286940.000000 5.904705 1.279870 
18118364451474224.000000 5.904016 1.279703 
18136482815925696.000000 5.903328 1.279537 
18154619298741620.000000 5.902640 1.279370 
18172773918040360.000000 5.901953 1.279204 
18190946691958400.000000 5.901266 1.279038 
18209137638650356.000000 5.900580 1.278871 
18227346776289004.000000 5.899895 1.278705 
18245574123065292.000000 5.899210 1.278539 
18263819697188356.000000 5.898526 1.278372 
18282083516885544.000000 5.897842 1.278206 
18300365600402428.000000 5.897158 1.278040 
18318665966002828.000000 5.896475 1.277873 
18336984631968828.000000 5.895792 1.277707 
18355321616600796.000000 5.895109 1.277541 
18373676938217396.000000 5.894427 1.277374 
18392050615155612.000000 5.893746 1.277208 
18410442665770764.000000 5.893065 1.277042 
18428853108436532.000000 5.892385 1.276876 
18447281961544968.000000 5.891705 1.276709 
18465729243506512.000000 5.891026 1.276543 
18484194972750016.000000 5.890347 1.276377 
18502679167722764.000000 5.889669 1.276211 
18521181846890484.000000 5.888992 1.276045 
18539703028737372.000000 5.888315 1.275879 
18558242731766108.000000 5.887639 1.275712 
18576800974497872.000000 5.886963 1.275546 
18595377775472368.000000 5.886288 1.275380 
18613973153247840.000000 5.885613 1.275214 
18632587126401084.000000 5.884939 1.275048 
18651219713527484.000000 5.884266 1.274882 
18669870933241008.000000 5.883593 1.274716 
18688540804174248.000000 5.882921 1.274550 
18707229344978420.000000 5.882249 1.274384 
18725936574323396.000000 5.881578 1.274218 
18744662510897716.000000 5.880907 1.274052 
18763407173408612.000000 5.880237 1.273886 
18782170580582020.000000 5.879568 1.273720 
18800952751162600.000000 5.878899 1.273554 
18819753703913760.000000 5.878231 1.273389 
18838573457617672.000000 5.877564 1.273223 
18857412031075288.000000 5.876898 1.273058 
18876269443106360.000000 5.876232 1.272893 
18895145712549464.000000 5.875567 1.272728 
18914040858262012.000000 5.874902 1.272562 
18932954899120272.000000 5.874238 1.272397 
18951887854019392.000000 5.873575 1.272232 
18970839741873408.000000 5.872912 1.272067 
18989810581615280.000000 5.872249 1.271901 
19008800392196892.000000 5.871587 1.271736 
19027809192589088.000000 5.870926 1.271571 
19046837001781676.000000 5.870266 1.271406 
19065883838783456.000000 5.869606 1.271241 
19084949722622236.000000 5.868946 1.271077 
19104034672344856.000000 5.868287 1.270912 
19123138707017200.000000 5.867629 1.270747 
19142261845724216.000000 5.866971 1.270582 
19161404107569940.000000 5.866313 1.270417 
19180565511677508.000000 5.865657 1.270253 
19199746077189184.000000 5.865000 1.270088 
19218945823266372.000000 5.864345 1.269923 
19238164769089636.000000 5.863690 1.269758 
19257402933858724.000000 5.863035 1.269594 
19276660336792580.000000 5.862381 1.269429 
19295936997129372.000000 5.861728 1.269264 
19315232934126500.000000 5.861075 1.269100 
19334548167060624.000000 5.860423 1.268935 
19353882715227684.000000 5.859772 1.268771 
19373236597942908.000000 5.859121 1.268606 
19392609834540848.000000 5.858471 1.268442 
19412002444375388.000000 5.857822 1.268277 
19431414446819760.000000 5.857173 1.268113 
19450845861266576.000000 5.856525 1.267948 
19470296707127840.000000 5.855878 1.267784 
19489767003834964.000000 5.855231 1.267619 
19509256770838796.000000 5.854585 1.267455 
19528766027609632.000000 5.853939 1.267291 
19548294793637240.000000 5.853294 1.267127 
19567843088430876.000000 5.852650 1.266962 
19587410931519304.000000 5.852006 1.266798 
19606998342450820.000000 5.851363 1.266634 
19626605340793268.000000 5.850720 1.266470 
19646231946134060.000000 5.850078 1.266305 
19665878178080192.000000 5.849436 1.266141 
19685544056258272.000000 5.848796 1.265978 
19705229600314528.000000 5.848157 1.265814 
19724934829914840.000000 5.847519 1.265650 
19744659764744752.000000 5.846881 1.265487 
19764404424509496.000000 5.846243 1.265323 
19784168828934004.000000 5.845606 1.265160 
19803952997762936.000000 5.844970 1.264996 
19823756950760696.000000 5.844334 1.264833 
19843580707711456.000000 5.843699 1.264670 
19863424288419164.000000 5.843064 1.264506 
19883287712707580.000000 5.842430 1.264343 
19903171000420284.000000 5.841796 1.264179 
19923074171420704.000000 5.841163 1.264016 
19942997245592124.000000 5.840531 1.263853 
19962940242837712.000000 5.839899 1.263690 
19982903183080548.000000 5.839267 1.263526 
20002886086263628.000000 5.838637 1.263363 
20022888972349888.000000 5.838006 1.263200 
20042911861322236.000000 5.837377 1.263037 
20062954773183556.000000 5.836747 1.262874 
20083017727956736.000000 5.836119 1.262711 
20103100745684692.000000 5.835491 1.262548 
20123203846430376.000000 5.834865 1.262385 
20143327050276804.000000 5.834240 1.262222 
20163470377327080.000000 5.833615 1.262060 
20183633847704404.000000 5.832991 1.261898 
20203817481552108.000000 5.832367 1.261736 
20224021299033656.000000 5.831744 1.261574 
20244245320332688.000000 5.831122 1.261411 
20264489565653020.000000 5.830500 1.261249 
20284754055218672.000000 5.829879 1.261087 
20305038809273888.000000 5.829258 1.260926 
20325343848083160.000000 5.828637 1.260764 
20345669191931240.000000 5.828018 1.260602 
20366014861123168.000000 5.827398 1.260440 
20386380875984288.000000 5.826780 1.260278 
20406767256860272.000000 5.826161 1.260116 
20427174024117132.000000 5.825544 1.259954 
20447601198141248.000000 5.824927 1.259793 
20468048799339388.000000 5.824310 1.259631 
20488516848138724.000000 5.823694 1.259469 
20509005364986860.000000 5.823079 1.259307 
20529514370351844.000000 5.822464 1.259146 
20550043884722192.000000 5.821850 1.258984 
20570593928606912.000000 5.821236 1.258823 
20591164522535516.000000 5.820623 1.258661 
20611755687058048.000000 5.820010 1.258499 
20632367442745104.000000 5.819398 1.258338 
20652999810187848.000000 5.818788 1.258177 
20673652809998032.000000 5.818178 1.258016 
20694326462808028.000000 5.817569 1.257855 
20715020789270832.000000 5.816961 1.257694 
20735735810060100.000000 5.816353 1.257533 
20756471545870156.000000 5.815745 1.257372 
20777228017416024.000000 5.815139 1.257211 
20798005245433436.000000 5.814532 1.257050 
20818803250678868.000000 5.813927 1.256889 
20839622053929544.000000 5.813322 1.256728 
20860461675983472.000000 5.812717 1.256568 
20881322137659452.000000 5.812113 1.256407 
20902203459797108.000000 5.811509 1.256246 
20923105663256904.000000 5.810906 1.256086 
20944028768920160.000000 5.810303 1.255925 
20964972797689076.000000 5.809701 1.255764 
20985937770486764.000000 5.809099 1.255604 
21006923708257248.000000 5.808498 1.255443 
21027930631965504.000000 5.807898 1.255283 
21048958562597468.000000 5.807298 1.255122 
21070007521160064.000000 5.806699 1.254962 
21091077528681220.000000 5.806100 1.254801 
21112168606209900.000000 5.805502 1.254641 
21133280774816108.000000 5.804904 1.254481 
21154414055590920.000000 5.804307 1.254320 
21175568469646508.000000 5.803710 1.254160 
21196744038116152.000000 5.803114 1.254000 
21217940782154264.000000 5.802518 1.253840 
21239158722936416.000000 5.801923 1.253679 
21260397881659352.000000 5.801329 1.253519 
21281658279541008.000000 5.800735 1.253359 
21302939937820548.000000 5.800141 1.253199 
21324242877758368.000000 5.799548 1.253039 
21345567120636124.000000 5.798956 1.252879 
21366912687756756.000000 5.798364 1.252719 
21388279600444512.000000 5.797773 1.252559 
21409667880044956.000000 5.797182 1.252399 
21431077547925000.000000 5.796592 1.252239 
21452508625472924.000000 5.796002 1.252079 
21473961134098396.000000 5.795413 1.251920 
21495435095232492.000000 5.794824 1.251760 
21516930530327724.000000 5.794236 1.251600 
21538447460858048.000000 5.793649 1.251440 
21559985908318904.000000 5.793062 1.251281 
21581545894227220.000000 5.792476 1.251121 
21603127440121444.000000 5.791891 1.250962 
21624730567561564.000000 5.791307 1.250804 
21646355298129124.000000 5.790722 1.250645 
21668001653427252.000000 5.790139 1.250486 
21689669655080676.000000 5.789555 1.250327 
21711359324735756.000000 5.788973 1.250168 
21733070684060488.000000 5.788391 1.250009 
21754803754744548.000000 5.787810 1.249851 
21776558558499292.000000 5.787230 1.249693 
21798335117057788.000000 5.786650 1.249535 
21820133452174844.000000 5.786071 1.249377 
21841953585627016.000000 5.785492 1.249218 
21863795539212640.000000 5.784914 1.249060 
21885659334751852.000000 5.784336 1.248902 
21907544994086600.000000 5.783759 1.248744 
21929452539080684.000000 5.783183 1.248586 
21951381991619764.000000 5.782607 1.248428 
21973333373611380.000000 5.782031 1.248270 
21995306706984988.000000 5.781457 1.248112 
22017302013691972.000000 5.780882 1.247955 
22039319315705660.000000 5.780308 1.247797 
22061358635021364.000000 5.779735 1.247639 
22083419993656384.000000 5.779162 1.247481 
22105503413650036.000000 5.778590 1.247323 
22127608917063684.000000 5.778018 1.247166 
22149736525980744.000000 5.777446 1.247008 
22171886262506724.000000 5.776876 1.246851 
22194058148769228.000000 5.776306 1.246693 
22216252206917996.000000 5.775737 1.246536 
22238468459124912.000000 5.775169 1.246378 
22260706927584036.000000 5.774601 1.246221 
22282967634511616.000000 5.774034 1.246064 
22305250602146124.000000 5.773467 1.245906 
22327555852748268.000000 5.772901 1.245749 
22349883408601012.000000 5.772335 1.245592 
22372233292009612.000000 5.771770 1.245435 
22394605525301620.000000 5.771205 1.245277 
22417000130826920.000000 5.770641 1.245120 
22439417130957744.000000 5.770077 1.244963 
22461856548088700.000000 5.769514 1.244806 
22484318404636788.000000 5.768951 1.244649 
22506802723041424.000000 5.768389 1.244492 
22529309525764464.000000 5.767828 1.244335 
22551838835290224.000000 5.767266 1.244178 
22574390674125512.000000 5.766706 1.244022 
22596965064799636.000000 5.766145 1.243865 
22619562029864432.000000 5.765586 1.243708 
22642181591894292.000000 5.765028 1.243551 
22664823773486184.000000 5.764470 1.243395 
22687488597259668.000000 5.763913 1.243238 
22710176085856924.000000 5.763356 1.243082 
22732886261942780.000000 5.762800 1.242925 
22755619148204720.000000 5.762245 1.242769 
22778374767352924.000000 5.761690 1.242612 
22801153142120276.000000 5.761135 1.242456 
22823954295262392.000000 5.760581 1.242300 
22846778249557652.000000 5.760028 1.242143 
22869625027807208.000000 5.759475 1.241987 
22892494652835012.000000 5.758922 1.241831 
22915387147487844.000000 5.758370 1.241675 
22938302534635328.000000 5.757819 1.241518 
22961240837169960.000000 5.757268 1.241362 
22984202078007128.000000 5.756718 1.241206 
23007186280085132.000000 5.756168 1.241050 
23030193466365216.000000 5.755618 1.240894 
23053223659831580.000000 5.755070 1.240738 
23076276883491408.000000 5.754521 1.240582 
23099353160374896.000000 5.753973 1.240427 
23122452513535268.000000 5.753426 1.240271 
23145574966048800.000000 5.752879 1.240115 
23168720541014848.000000 5.752333 1.239959 
23191889261555860.000000 5.751787 1.239804 
23215081150817412.000000 5.751242 1.239648 
23238296231968228.000000 5.750697 1.239492 
23261534528200192.000000 5.750152 1.239337 
23284796062728388.000000 5.749609 1.239181 
23308080858791112.000000 5.749065 1.239026 
23331388939649900.000000 5.748523 1.238870 
23354720328589548.000000 5.747981 1.238715 
23378075048918136.000000 5.747440 1.238559 
23401453123967052.000000 5.746899 1.238404 
23424854577091016.000000 5.746358 1.238249 
23448279431668104.000000 5.745819 1.238094 
23471727711099768.000000 5.745279 1.237939 
23495199438810864.000000 5.744741 1.237784 
23518694638249672.000000 5.744203 1.237629 
23542213332887920.000000 5.743665 1.237475 
23565755546220804.000000 5.743128 1.237320 
23589321301767024.000000 5.742591 1.237165 
23612910623068788.000000 5.742055 1.237011 
23636523533691856.000000 5.741520 1.236856 
23660160057225544.000000 5.740985 1.236702 
23683820217282768.000000 5.740450 1.236547 
23707504037500048.000000 5.739916 1.236393 
23731211541537544.000000 5.739383 1.236239 
23754942753079080.000000 5.738849 1.236084 
23778697695832156.000000 5.738317 1.235930 
23802476393527984.000000 5.737784 1.235776 
23826278869921508.000000 5.737253 1.235622 
23850105148791428.000000 5.736721 1.235468 
23873955253940216.000000 5.736191 1.235314 
23897829209194152.000000 5.735660 1.235160 
23921727038403344.000000 5.735131 1.235006 
23945648765441744.000000 5.734601 1.234852 
23969594414207184.000000 5.734073 1.234698 
23993564008621388.000000 5.733545 1.234544 
24017557572630008.000000 5.733017 1.234390 
24041575130202636.000000 5.732490 1.234237 
24065616705332836.000000 5.731964 1.234083 
24089682322038168.000000 5.731438 1.233929 
24113772004360204.000000 5.730913 1.233776 
24137885776364560.000000 5.730388 1.233622 
24162023662140920.000000 5.729864 1.233468 
24186185685803060.000000 5.729340 1.233315 
24210371871488860.000000 5.728817 1.233161 
24234582243360348.000000 5.728294 1.233008 
24258816825603704.000000 5.727772 1.232855 
24283075642429304.000000 5.727250 1.232701 
24307358718071732.000000 5.726729 1.232548 
24331666076789800.000000 5.726208 1.232395 
24355997742866588.000000 5.725688 1.232242 
24380353740609452.000000 5.725168 1.232088 
24404734094350060.000000 5.724649 1.231935 
24429138828444408.000000 5.724130 1.231782 
24453567967272848.000000 5.723612 1.231629 
24478021535240120.000000 5.723094 1.231476 
24502499556775356.000000 5.722577 1.231323 
24527002056332128.000000 5.722060 1.231171 
24551529058388456.000000 5.721543 1.231018 
24576080587446840.000000 5.721028 1.230865 
24600656668034284.000000 5.720512 1.230712 
24625257324702316.000000 5.719997 1.230560 
24649882582027016.000000 5.719483 1.230407 
24674532464609040.000000 5.718969 1.230254 
24699206997073648.000000 5.718456 1.230102 
24723906204070720.000000 5.717943 1.229949 
24748630110274788.000000 5.717431 1.229797 
24773378740385060.000000 5.716919 1.229644 
24798152119125444.000000 5.716408 1.229492 
24822950271244568.000000 5.715897 1.229340 
24847773221515808.000000 5.715386 1.229187 
24872620994737320.000000 5.714877 1.229035 
24897493615732056.000000 5.714367 1.228883 
24922391109347784.000000 5.713859 1.228731 
24947313500457128.000000 5.713350 1.228579 
24972260813957584.000000 5.712842 1.228427 
24997233074771540.000000 5.712335 1.228275 
25022230307846308.000000 5.711828 1.228123 
25047252538154152.000000 5.711322 1.227971 
25072299790692304.000000 5.710816 1.227819 
25097372090482992.000000 5.710311 1.227667 
25122469462573472.000000 5.709806 1.227515 
25147591932036044.000000 5.709302 1.227364 
25172739523968076.000000 5.708798 1.227212 
25197912263492040.000000 5.708295 1.227060 
25223110175755528.000000 5.707792 1.226909 
25248333285931280.000000 5.707289 1.226757 
25273581619217208.000000 5.706788 1.226606 
25298855200836424.000000 5.706286 1.226454 
25324154056037256.000000 5.705785 1.226303 
25349478210093292.000000 5.705285 1.226152 
25374827688303384.000000 5.704784 1.226000 
25400202515991684.000000 5.704285 1.225849 
25425602718507672.000000 5.703786 1.225698 
25451028321226176.000000 5.703287 1.225547 
25476479349547400.000000 5.702789 1.225396 
25501955828896944.000000 5.702291 1.225245 
25527457784725840.000000 5.701794 1.225094 
25552985242510564.000000 5.701297 1.224943 
25578538227753072.000000 5.700801 1.224792 
25604116765980824.000000 5.700306 1.224641 
25629720882746804.000000 5.699810 1.224491 
25655350603629548.000000 5.699316 1.224340 
25681005954233176.000000 5.698822 1.224189 
25706686960187408.000000 5.698328 1.224039 
25732393647147592.000000 5.697835 1.223888 
25758126040794736.000000 5.697342 1.223737 
25783884166835528.000000 5.696850 1.223587 
25809668051002360.000000 5.696358 1.223437 
25835477719053360.000000 5.695867 1.223286 
25861313196772412.000000 5.695376 1.223136 
25887174509969180.000000 5.694886 1.222985 
25913061684479148.000000 5.694396 1.222835 
25938974746163624.000000 5.693907 1.222685 
25964913720909784.000000 5.693418 1.222535 
25990878634630692.000000 5.692930 1.222385 
26016869513265320.000000 5.692442 1.222235 
26042886382778584.000000 5.691955 1.222086 
26068929269161360.000000 5.691468 1.221936 
26094998198430520.000000 5.690982 1.221786 
26121093196628948.000000 5.690483 1.221632 
26147214289825576.000000 5.689981 1.221477 
26173361504115400.000000 5.689481 1.221323 
26199534865619512.000000 5.688980 1.221168 
26225734400485128.000000 5.688481 1.221013 
26251960134885612.000000 5.687981 1.220859 
26278212095020496.000000 5.687483 1.220704 
26304490307115512.000000 5.686984 1.220550 
26330794797422624.000000 5.686486 1.220395 
26357125592220044.000000 5.685989 1.220241 
26383482717812260.000000 5.685493 1.220087 
26409866200530068.000000 5.684997 1.219933 
26436276066730596.000000 5.684502 1.219779 
26462712342797324.000000 5.684008 1.219626 
26489175055140120.000000 5.683513 1.219472 
26515664230195256.000000 5.683020 1.219318 
26542179894425448.000000 5.682527 1.219165 
26568722074319872.000000 5.682034 1.219011 
26595290796394188.000000 5.681542 1.218858 
26621886087190580.000000 5.681050 1.218704 
26648507973277768.000000 5.680559 1.218551 
26675156481251044.000000 5.680068 1.218397 
26701831637732292.000000 5.679578 1.218244 
26728533469370020.000000 5.679089 1.218091 
26755262002839388.000000 5.678600 1.217937 
26782017264842224.000000 5.678111 1.217784 
26808799282107064.000000 5.677623 1.217631 
26835608081389168.000000 5.677135 1.217478 
26862443689470556.000000 5.676648 1.217325 
26889306133160024.000000 5.676162 1.217172 
26916195439293180.000000 5.675676 1.217019 
26943111634732472.000000 5.675190 1.216866 
26970054746367200.000000 5.674705 1.216714 
26997024801113564.000000 5.674220 1.216561 
27024021825914676.000000 5.673736 1.216408 
27051045847740588.000000 5.673253 1.216255 
27078096893588324.000000 5.672769 1.216103 
27105174990481908.000000 5.672287 1.215950 
27132280165472388.000000 5.671805 1.215798 
27159412445637856.000000 5.671324 1.215646 
27186571858083492.000000 5.670844 1.215493 
27213758429941572.000000 5.670364 1.215341 
27240972188371512.000000 5.669885 1.215189 
27268213160559880.000000 5.669406 1.215038 
27295481373720436.000000 5.668928 1.214886 
27322776855094152.000000 5.668450 1.214734 
27350099631949244.000000 5.667973 1.214582 
27377449731581192.000000 5.667497 1.214430 
27404827181312772.000000 5.667020 1.214279 
27432232008494080.000000 5.666545 1.214127 
27459664240502572.000000 5.666069 1.213976 
27487123904743072.000000 5.665594 1.213824 
27514611028647812.000000 5.665120 1.213673 
27542125639676456.000000 5.664646 1.213522 
27569667765316128.000000 5.664173 1.213371 
27597237433081440.000000 5.663700 1.213219 
27624834670514520.000000 5.663227 1.213068 
27652459505185032.000000 5.662755 1.212917 
27680111964690212.000000 5.662284 1.212766 
27707792076654900.000000 5.661813 1.212615 
27735499868731552.000000 5.661342 1.212464 
27763235368600280.000000 5.660872 1.212314 
27790998603968876.000000 5.660403 1.212163 
27818789602572840.000000 5.659934 1.212012 
27846608392175408.000000 5.659465 1.211861 
27874455000567580.000000 5.658998 1.211711 
27902329455568144.000000 5.658530 1.211560 
27930231785023708.000000 5.658063 1.211410 
27958162016808728.000000 5.657596 1.211259 
27986120178825532.000000 5.657131 1.211109 
28014106299004356.000000 5.656666 1.210959 
28042120405303356.000000 5.656202 1.210809 
28070162525708656.000000 5.655738 1.210659 
28098232688234360.000000 5.655275 1.210509 
28126330920922592.000000 5.654813 1.210359 
28154457251843512.000000 5.654350 1.210209 
28182611709095352.000000 5.653889 1.210060 
28210794320804444.000000 5.653427 1.209910 
28239005115125244.000000 5.652967 1.209760 
28267244120240368.000000 5.652506 1.209611 
28295511364360604.000000 5.652047 1.209461 
28323806875724960.000000 5.651588 1.209312 
28352130682600680.000000 5.651130 1.209163 
28380482813283276.000000 5.650673 1.209013 
28408863296096556.000000 5.650216 1.208864 
28437272159392648.000000 5.649759 1.208715 
28465709431552036.000000 5.649304 1.208566 
28494175140983584.000000 5.648848 1.208417 
28522669316124564.000000 5.648393 1.208268 
28551191985440684.000000 5.647939 1.208120 
28579743177426120.000000 5.647485 1.207971 
28608322920603544.000000 5.647032 1.207822 
28636931243524144.000000 5.646579 1.207674 
28665568174767664.000000 5.646127 1.207525 
28694233742942428.000000 5.645675 1.207376 
28722927976685368.000000 5.645223 1.207228 
28751650904662052.000000 5.644772 1.207080 
28780402555566712.000000 5.644322 1.206931 
28809182958122276.000000 5.643871 1.206783 
28837992141080396.000000 5.643422 1.206635 
28866830133221472.000000 5.642972 1.206487 
28895696963354692.000000 5.642524 1.206338 
28924592660318044.000000 5.642076 1.206190 
28953517252978360.000000 5.641628 1.206042 
28982470770231336.000000 5.641181 1.205895 
29011453241001564.000000 5.640734 1.205747 
29040464694242564.000000 5.640288 1.205599 
29069505158936804.000000 5.639842 1.205451 
29098574664095736.000000 5.639396 1.205303 
29127673238759828.000000 5.638951 1.205156 
29156800911998584.000000 5.638507 1.205008 
29185957712910580.000000 5.638064 1.204861 
29215143670623488.000000 5.637620 1.204714 
29244358814294108.000000 5.637178 1.204567 
29273603173108400.000000 5.636735 1.204419 
29302876776281504.000000 5.636293 1.204272 
29332179653057784.000000 5.635852 1.204125 
29361511832710840.000000 5.635411 1.203979 
29390873344543548.000000 5.634971 1.203832 
29420264217888088.000000 5.634531 1.203685 
29449684482105972.000000 5.634092 1.203538 
29479134166588076.000000 5.633653 1.203392 
29508613300754660.000000 5.633215 1.203245 
29538121914055412.000000 5.632777 1.203099 
29567660035969464.000000 5.632339 1.202952 
29597227696005432.000000 5.631902 1.202806 
29626824923701436.000000 5.631466 1.202660 
29656451748625136.000000 5.631030 1.202514 
29686108200373756.000000 5.630594 1.202367 
29715794308574128.000000 5.630159 1.202221 
29745510102882700.000000 5.629725 1.202075 
29775255612985580.000000 5.629291 1.201929 
29805030868598564.000000 5.628857 1.201783 
29834835899467160.000000 5.628424 1.201637 
29864670735366624.000000 5.627991 1.201492 
29894535406101988.000000 5.627559 1.201346 
29924429941508088.000000 5.627127 1.201200 
29954354371449592.000000 5.626696 1.201054 
29984308725821040.000000 5.626265 1.200909 
30014293034546856.000000 5.625835 1.200763 
30044307327581400.000000 5.625405 1.200618 
30074351634908980.000000 5.624976 1.200472 
30104425986543884.000000 5.624547 1.200327 
30134530412530424.000000 5.624119 1.200182 
30164664942942952.000000 5.623691 1.200036 
30194829607885892.000000 5.623264 1.199891 
30225024437493776.000000 5.622836 1.199746 
30255249461931268.000000 5.622410 1.199601 
30285504711393196.000000 5.621984 1.199456 
30315790216104584.000000 5.621558 1.199311 
30346106006320684.000000 5.621133 1.199166 
30376452112327000.000000 5.620708 1.199021 
30406828564439324.000000 5.620284 1.198877 
30437235393003760.000000 5.619860 1.198732 
30467672628396760.000000 5.619437 1.198588 
30498140301025152.000000 5.619014 1.198443 
30528638441326172.000000 5.618591 1.198299 
30559167079767496.000000 5.618169 1.198154 
30589726246847260.000000 5.617748 1.198010 
30620315973094104.000000 5.617327 1.197866 
30650936289067196.000000 5.616906 1.197722 
30681587225356260.000000 5.616486 1.197577 
30712268812581612.000000 5.616066 1.197433 
30742981081394192.000000 5.615647 1.197289 
30773724062475584.000000 5.615228 1.197145 
30804497786538056.000000 5.614810 1.197002 
30835302284324592.000000 5.614392 1.196858 
30866137586608912.000000 5.613975 1.196714 
30897003724195516.000000 5.613558 1.196570 
30927900727919708.000000 5.613141 1.196427 
30958828628647624.000000 5.612725 1.196283 
30989787457276268.000000 5.612310 1.196140 
31020777244733540.000000 5.611895 1.195996 
31051798021978272.000000 5.611480 1.195853 
31082849820000248.000000 5.611066 1.195709 
31113932669820244.000000 5.610652 1.195566 
31145046602490060.000000 5.610239 1.195423 
31176191649092548.000000 5.609826 1.195280 
31207367840741636.000000 5.609414 1.195137 
31238575208582376.000000 5.609002 1.194994 
31269813783790956.000000 5.608591 1.194851 
31301083597574744.000000 5.608180 1.194708 
31332384681172316.000000 5.607769 1.194565 
31363717065853484.000000 5.607359 1.194422 
